school_name,department_name,department_id,score
實踐大學,服裝設計學系(臺北校區),50052,1.254373
臺北基督學院,基督教博雅學系,154012,1.253322
國立臺灣大學,工商管理學系科技管理組,1492,1.253072
開南大學,保健營養學系,110172,1.251907
國立臺灣大學,森林環境暨資源學系,1392,1.243024
國立臺灣大學,圖書資訊學系,1062,1.240394
國立臺灣大學,公共衛生學系,1542,1.239323
國立政治大學,阿拉伯語文學系,6292,1.234231
國立臺灣大學,園藝暨景觀學系,1422,1.232581
臺北醫學大學,藥學系藥學組,109042,1.229976
國立清華大學,資訊工程學系乙組(資訊工程組),11362,1.220639
國立臺灣藝術大學,古蹟藝術修護學系,56172,1.207212
國立臺灣大學,農藝學系,1362,1.203221
國立清華大學,數學系乙組(應用數學組),11172,1.202258
國立成功大學,水利及海洋工程學系,4152,1.177166
開南大學,觀光與餐飲旅館學系,110072,1.170366
國立政治大學,民族學系,6152,1.166685
國立陽明大學,醫學系A組,25012,1.164148
國立清華大學,物理學系物理組(乙組天文物理組),11192,1.160101
國立臺北大學,法律學系法學組,99012,1.159538
國立臺灣大學,人類學系,1052,1.157655
國立臺灣師範大學,英語學系,2122,1.155003
長榮大學,資訊暨設計學院學士班數位內容設計組,51742,1.152705
國立政治大學,財務管理學系,6232,1.149556
中國醫藥大學,醫學系,12022,1.146446
國立政治大學,政星招生甲組,6432,1.14617
國立政治大學,國際經營與貿易學系,6172,1.144578
國立陽明大學,物理治療暨輔助科技學系,25082,1.125593
國立中興大學,獸醫學系,3392,1.123106
國立陽明大學,牙醫學系,25032,1.120717
國立陽明大學,醫學生物技術暨檢驗學系,25042,1.11821
國立成功大學,物理治療學系,4322,1.11639
國立臺灣體育運動大學,運動資訊與傳播學系(資訊組),60042,1.110696
國立中興大學,興翼招生F組(農業科技),3452,1.109023
慈濟大學,醫學系(繁星第八類),108202,1.107151
國立清華大學,工業工程與工程管理學系,11312,1.105536
國立清華大學,人文社會學院學士班,11042,1.09136
國立政治大學,心理學系,6392,1.091235
國立成功大學,台灣文學系,4042,1.088237
國立臺灣師範大學,國文學系,2112,1.088063
開南大學,應用日語學系,110152,1.08805
開南大學,數位多媒體設計學系,110122,1.081165
國立中正大學,哲學系,41042,1.080321
國立清華大學,旭日招生乙組(科管),11482,1.078095
國立臺灣師範大學,地理學系,2142,1.066226
國立臺灣師範大學,美術學系西畫組,2372,1.064857
國立臺灣大學,社會工作學系,1212,1.064665
國立臺北教育大學,幼兒與家庭教育學系,32042,1.063179
國立清華大學,藝術學院學士班,11522,1.055913
國立政治大學,教育學系,6042,1.055331
高雄醫學大學,薪火招生B組,7222,1.049415
長庚大學,醫學系,30012,1.047965
國立成功大學,工業設計學系,4442,1.047733
國立交通大學,電機工程學系(甲組),13012,1.04754
國立高雄大學,土木與環境工程學系環境工程組,101202,1.04595
國立臺北教育大學,體育學系,32342,1.037711
臺北醫學大學,牙醫學系,109032,1.036528
國立臺中教育大學,教育學系,31012,1.028375
輔仁大學,廣告傳播學系,20072,1.022361
國立成功大學,醫學檢驗生物技術學系,4292,1.018417
國立清華大學,幼兒教育學系,11062,1.017864
國立清華大學,旭日招生戊組(電資院),11512,1.012674
銘傳大學,資訊工程學系(APCS組．桃園校區),46502,1.005995
國立政治大學,統計學系,6202,1.003631
國立臺灣大學,生命科學系,1602,1.003323
國立成功大學,牙醫學系,4342,0.99103
亞洲大學,資訊傳播學系智慧互動應用組,134252,0.989246
高雄醫學大學,物理治療學系,7132,0.985926
國立高雄師範大學,特殊教育學系,22142,0.98417
國立陽明大學,醫學系B組,25022,0.979283
國立清華大學,物理學系物理組(甲組一般組),11182,0.971288
佛光大學,中國文學與應用學系,130152,0.9691
國立臺灣藝術大學,電影學系,56032,0.962188
國立臺北教育大學,社會與區域發展學系,32082,0.960689
國立臺灣大學,生物環境系統工程學系,1372,0.953267
南華大學,資訊工程學系社會組,59252,0.950141
國立臺灣大學,農業經濟學系,1412,0.947636
國立成功大學,護理學系,4302,0.94477
國立政治大學,哲學系,6032,0.943538
國立政治大學,政治學系,6072,0.93812
國立政治大學,中國文學系,6012,0.933475
國立臺北教育大學,藝術與造形設計學系藝術組,32332,0.926664
中國文化大學,音樂學系,17572,0.923002
國立中央大學,向日葵聯合招生丙組(理學),16342,0.922215
國立臺灣師範大學,教育學系,2012,0.912323
國立陽明大學,不分系招生(璞玉A組),25132,0.908328
國立臺灣師範大學,美術學系國畫組,2382,0.907718
國立臺北大學,法律學系司法組,99022,0.907064
國立政治大學,韓國語文學系,6322,0.904483
淡江大學,建築學系,14362,0.901735
國立政治大學,財政學系,6092,0.8963
國立陽明大學,護理學系,25062,0.892412
國立聯合大學,建築學系,151072,0.887404
開南大學,養生與健康行銷學系,110192,0.880604
國立政治大學,資訊科學系(APCS組),6412,0.875953
國立中興大學,農藝學系,3272,0.87133
國立臺北大學,飛鳶組招生,99222,0.870057
國立清華大學,竹師教育學院學士班乙組(永續發展教育組),11112,0.869201
國立臺灣師範大學,教育學院學士班,2102,0.867165
國立清華大學,科技管理學院學士班,11142,0.863125
東吳大學,法律學系,5162,0.85719
中國醫藥大學,中醫學系乙組,12042,0.854227
中國醫藥大學,中醫學系甲組,12032,0.853921
逢甲大學,建築專業學院學士班,15372,0.853044
國立政治大學,公共行政學系,6102,0.844737
國立政治大學,企業管理學系,6212,0.844228
國立臺灣大學,醫學系(公費生),1232,0.843648
國立成功大學,環境工程學系,4192,0.84234
國立高雄大學,金融管理學系,101132,0.83982
開南大學,電影與創意媒體學系,110132,0.839224
輔仁大學,織品服裝學系服飾設計組,20342,0.839126
國立聯合大學,資訊工程學系(APCS組),151132,0.838718
佛光大學,資訊應用學系(數位遊戲開發組),130142,0.829311
中原大學,室內設計學系,8302,0.82906
中原大學,商業設計學系產品設計組,8322,0.825925
輔仁大學,影像傳播學系,20052,0.822965
國立清華大學,英語教學系,11092,0.821414
亞洲大學,創意商品設計學系科技商品設計組,134482,0.820553
國立政治大學,政星招生乙組,6442,0.820221
國立臺灣大學,社會學系,1202,0.819434
國立成功大學,職能治療學系,4312,0.818335
國立清華大學,清華學院學士班丁組(不分系招生-創新領導),11452,0.818087
國立成功大學,歷史學系,4032,0.81723
國立清華大學,理學院學士班,11222,0.816954
國立臺北大學,法律學系財經法組,99032,0.813963
國立中山大學,音樂學系創作與應用組,27282,0.812891
國立臺灣藝術大學,圖文傳播藝術學系,56012,0.812209
國立臺灣師範大學,特殊教育學系,2082,0.807653
中國醫藥大學,藥學系,12052,0.804607
中國醫藥大學,牙醫學系,12012,0.803129
開南大學,資訊傳播學系,110112,0.798758
靜宜大學,生態人文學系-一般組,18152,0.798247
國立屏東大學,音樂學系,36302,0.797801
國立清華大學,工程與系統科學系乙組(智慧奈米系統組),11252,0.794711
國立政治大學,會計學系,6192,0.790271
國立中央大學,資訊工程學系(APCS組),16222,0.789393
國立臺北大學,公共行政暨政策學系,99092,0.787893
國立政治大學,斯拉夫語文學系,6302,0.785821
國立清華大學,竹師教育學院學士班甲組(雙專長組),11102,0.780327
國立臺灣大學,地質科學系,1122,0.772506
臺北市立大學,衛生福利學系,35232,0.771707
國立臺北教育大學,語文與創作學系語文師資組,32102,0.770505
國立成功大學,成星招生丁組(工),4522,0.768967
國立政治大學,社會學系,6082,0.766119
義守大學,智慧化自動控制英語學士學位學程,45122,0.763953
大同大學,工業設計學系,19052,0.761052
國立成功大學,土木工程學系,4142,0.754365
國立成功大學,成星招生甲組(文社),4492,0.754099
國立臺北大學,不動產與城鄉環境學系,99112,0.753474
輔仁大學,新聞傳播學系,20062,0.749759
國立成功大學,心理學系,4382,0.743734
國立政治大學,風險管理與保險學系,6242,0.742574
國立臺北教育大學,教育學系,32012,0.739497
國立交通大學,土木工程學系,13102,0.738019
國立中山大學,財務管理學系,27152,0.736259
國立清華大學,電機資訊學院學士班,11382,0.735299
臺北醫學大學,牙體技術學系,109132,0.734445
南華大學,應用社會學系社會學組,59132,0.727397
高雄醫學大學,薪火招生C組,7232,0.725931
臺北醫學大學,食品安全學系,109162,0.72517
國立成功大學,材料科學及工程學系,4122,0.719864
高雄醫學大學,醫學系(公費生),7252,0.716901
東海大學,經濟學系產業經濟組,9372,0.71295
國立臺灣師範大學,華語文教學系應用華語文學組,2292,0.712892
國立中興大學,昆蟲學系,3322,0.707353
國立成功大學,政治學系,4352,0.702682
長庚大學,物理治療學系,30062,0.701684
國立交通大學,資訊管理與財務金融學系資訊管理組,13182,0.700193
佛光大學,產品與媒體設計學系(數位視覺設計組),130082,0.697499
國立交通大學,旋坤揚帆招生甲組(電機資訊),13262,0.693523
高雄醫學大學,薪火招生D組,7242,0.691683
馬偕醫學院,聽力暨語言治療學系語言組,152052,0.690524
國立成功大學,會計學系,4272,0.689992
國立成功大學,機械工程學系,4102,0.688322
國立交通大學,運輸與物流管理學系,13212,0.685587
國立清華大學,醫學科學系,11402,0.685395
國立成功大學,經濟學系,4362,0.683004
國立臺北大學,休閒運動管理學系,99082,0.680497
高雄醫學大學,呼吸治療學系,7032,0.67724
慈濟大學,物理治療學系,108062,0.674265
國立臺北教育大學,數位科技設計學系,32232,0.671717
國立臺灣藝術大學,廣播電視學系,56022,0.671194
國立成功大學,電機工程學系,4392,0.670672
國立政治大學,土耳其語文學系,6332,0.666498
國立彰化師範大學,揚鷹招生B組(管理),23232,0.664489
國立政治大學,傳播學院大一大二不分系(自然組),6262,0.663752
國立暨南國際大學,管理學院學士班,58142,0.663288
高雄醫學大學,醫藥暨應用化學系醫藥化學組,7152,0.661761
國立臺灣師範大學,公民教育與活動領導學系,2072,0.657891
大葉大學,工業設計學系,42472,0.65707
國立臺灣師範大學,化學系,2182,0.65188
國立成功大學,化學工程學系,4112,0.645745
國立清華大學,旭日招生丙組(原科、生科、理學),11492,0.639515
國立政治大學,歐洲語文學系法文組,6342,0.638936
國立臺南藝術大學,應用音樂學系,63022,0.637712
國立中興大學,植物病理學系,3312,0.633224
國立交通大學,電子物理學系電子物理組,13142,0.627625
中山醫學大學,語言治療與聽力學系聽力組,26062,0.625998
國立政治大學,地政學系土地管理組,6122,0.625474
國立交通大學,外國語文學系,13232,0.625204
國立清華大學,特殊教育學系,11082,0.624492
國立臺灣師範大學,歷史學系,2132,0.621396
國立清華大學,中國文學系乙組(華語文教學組),11022,0.616936
國立東華大學,物理學系物理組,34032,0.616507
國立中山大學,西灣南星C組(理),27232,0.615187
國立臺灣師範大學,科技應用與人力資源發展學系,2242,0.613002
國立成功大學,生命科學系,4452,0.612971
國立中山大學,劇場藝術學系,27032,0.61271
國立成功大學,成星招生乙組(管理),4502,0.610854
亞洲大學,健康產業管理學系健康產業管理組,134012,0.610175
輔仁大學,織品服裝學系織品設計組,20332,0.607891
國立政治大學,資訊科學系,6402,0.607034
國立成功大學,化學系,4072,0.603751
臺北醫學大學,保健營養學系,109082,0.602689
國立臺灣師範大學,數學系,2162,0.601656
長庚大學,醫學生物技術暨檢驗學系,30042,0.592643
東海大學,永續科學與工程學士學位學程(英語專班),9532,0.591162
國立臺北教育大學,數學暨資訊教育學系資訊組,32182,0.587061
國立交通大學,光電工程學系,13032,0.58648
國立臺北教育大學,文化創意產業經營學系,32142,0.585582
國立政治大學,教育學系(公費生乙組),6062,0.58526
國立清華大學,旭日招生甲組(人文、教育),11472,0.58451
臺北醫學大學,公共衛生學系,109092,0.583783
中國文化大學,大氣科學系,17142,0.582239
高雄醫學大學,運動醫學系,7022,0.578746
國立彰化師範大學,會計學系,23172,0.578459
國立成功大學,統計學系,4262,0.577894
臺北醫學大學,呼吸治療學系,109112,0.570128
高雄醫學大學,牙醫學系,7042,0.569804
國立陽明大學,生物醫學工程學系,25102,0.567559
國立成功大學,交通管理科學系,4252,0.567144
國立屏東大學,應用物理系物理組,36232,0.566338
義守大學,國際觀光餐旅學系(國際學院),45332,0.561586
國立成功大學,光電科學與工程學系,4092,0.560743
國立臺北大學,會計學系,99062,0.560394
國立東華大學,資訊工程學系國際組,34082,0.559655
長庚大學,化工與材料工程學系,30122,0.558931
輔仁大學,醫學系,20122,0.558508
國立中央大學,中國文學系,16012,0.558241
國立成功大學,工業與資訊管理學系(APCS組),4242,0.555857
長榮大學,環境與食品安全檢驗學士學位學程食品安全管理組,51482,0.55485
南華大學,資訊工程學系智慧產業樂齡樂活組,59272,0.552474
國立臺南大學,英語學系,33062,0.551122
國立政治大學,地政學系土地資源規劃組,6112,0.549988
淡江大學,資訊創新與科技學系軟體工程全英語組(蘭陽校園),14482,0.547639
國立中央大學,向日葵聯合招生丁組(工程),16352,0.546839
長榮大學,生物科技學系生醫產業管理與行銷組,51282,0.545695
大葉大學,藥用植物與保健學系(藥粧經絡組),42352,0.542493
國立彰化師範大學,英語學系,23092,0.53938
國立清華大學,工程與系統科學系甲組(低碳綠能組),11242,0.538576
國立臺北教育大學,特殊教育學系,32052,0.538262
國立臺北教育大學,心理與諮商學系,32062,0.536152
國立臺北教育大學,語文與創作學系文學創作組,32112,0.535847
國立臺北教育大學,教育經營與管理學系,32022,0.533025
國立聯合大學,文化觀光產業學系,151202,0.530066
長庚大學,工業設計學系,30172,0.529948
國立中正大學,成人及繼續教育學系,41282,0.529007
國立臺灣師範大學,健康促進與衛生教育學系,2042,0.527436
國立中央大學,英美語文學系,16022,0.525422
國立政治大學,經濟學系,6142,0.524588
國立中正大學,嘉星招生辛組(生心),41372,0.523784
國立臺灣大學,動物科學技術學系,1402,0.523618
南華大學,自然生物科技學系,59292,0.523495
國立中山大學,政治經濟學系,27192,0.523454
國立臺北大學,金融與合作經營學系,99052,0.521271
國立交通大學,電子物理學系光電與奈米科學組,13132,0.519013
長榮大學,綠能與環境資源學系綠能園區實習組,51542,0.517224
國立清華大學,清華學院學士班甲組(不分系招生-音樂),11422,0.517173
國立臺北教育大學,幼兒與家庭教育學系(公費生),32292,0.516965
國立臺北教育大學,藝術與造形設計學系設計組,32162,0.512384
臺北市立大學,學習與媒材設計學系,35072,0.511627
國立中興大學,動物科學系,3332,0.511086
國立高雄師範大學,工業科技教育學系科技教育與訓練組,22102,0.508778
國立臺灣海洋大學,航運管理學系,21022,0.50672
國立臺灣師範大學,企業管理學系,2312,0.505705
國立臺灣師範大學,臺灣語文學系,2152,0.504514
義守大學,國際企業經營學系(國際學院),45312,0.504227
國立成功大學,地球科學系,4082,0.50272
東吳大學,微生物學系應用微生物組,5132,0.500483
國立臺灣體育運動大學,休閒運動學系(一般組),60072,0.497933
淡江大學,全球政治經濟學系全英語學士班(蘭陽校園),14532,0.497517
國立宜蘭大學,化學工程與材料工程學系,150062,0.496021
國立成功大學,資訊工程學系(APCS組),4412,0.492432
國立中央大學,資訊工程學系,16212,0.492055
開南大學,交通運輸學系,110082,0.489721
國立陽明大學,生命科學系暨基因體科學研究所,25092,0.489597
長榮大學,資訊暨設計學院學士班互動設計組,51752,0.489585
國立交通大學,工業工程與管理學系,13222,0.48953
國立成功大學,外國語文學系,4022,0.488795
佛光大學,應用經濟學系(經建行政組),130272,0.48646
國立東華大學,光電工程學系,34112,0.48604
臺北醫學大學,高齡健康管理學系,109122,0.484488
輔仁大學,法國語文學系,20282,0.483651
中國醫藥大學,營養學系,12082,0.482465
國立中興大學,食品暨應用生物科技學系,3262,0.482373
長庚大學,職能治療學系,30072,0.482064
國立彰化師範大學,公共事務與公民教育學系公共事務組,23212,0.481771
靜宜大學,食品營養學系食品與生物技術組-一般組,18252,0.481698
國立政治大學,金融學系,6182,0.476808
國立臺灣師範大學,資訊工程學系,2212,0.476571
臺北醫學大學,護理學系,109072,0.476137
國立政治大學,應用數學系,6382,0.475139
輔仁大學,應用美術學系,20562,0.473257
淡江大學,國際觀光管理學系全英語學士班(海外實習組蘭陽校園),14502,0.471759
國立體育大學,適應體育學系(圍棋組),39052,0.471682
國立中興大學,園藝學系,3282,0.469945
輔仁大學,義大利語文學系,20312,0.46764
輔仁大學,體育學系體育學組,20572,0.466067
淡江大學,國際觀光管理學系全英語學士班(產業實習組蘭陽校園),14512,0.465582
長庚大學,護理學系,30032,0.462649
國立臺灣師範大學,生命科學系,2192,0.460292
國立高雄師範大學,體育學系,22212,0.458264
高雄醫學大學,香粧品學系,7072,0.455594
大葉大學,多媒體數位內容學士學位學程,42482,0.454311
輔仁大學,音樂學系應用音樂組,20542,0.454196
國立臺灣海洋大學,環境生物與漁業科學學系,21152,0.454012
高雄醫學大學,醫學影像暨放射科學系,7102,0.453836
東吳大學,資訊管理學系,5222,0.452235
國立交通大學,生物科技學系,13172,0.451755
佛光大學,公共事務學系(國際與兩岸事務組),130212,0.451051
國立金門大學,建築學系,153092,0.451027
國立中正大學,經濟學系,41202,0.450772
世新大學,廣播電視電影學系廣播組,47022,0.449129
國立臺北教育大學,數學暨資訊教育學系數學組,32172,0.448455
東吳大學,哲學系,5032,0.447159
國立高雄師範大學,英語學系,22152,0.447052
南華大學,建築與景觀學系自然組,59232,0.446242
中國文化大學,土地資源學系,17272,0.446173
長庚大學,資訊工程學系,30142,0.445923
輔仁大學,經濟學系,20512,0.444856
國立交通大學,旋坤揚帆招生丙組(理學生科),13282,0.443645
國立中興大學,土壤環境科學系,3342,0.443415
國立臺北教育大學,特殊教育學系(公費生),32282,0.442265
國立東華大學,應用數學系統計科學組,34022,0.44048
臺北市立大學,幼兒教育學系,35042,0.439471
中山醫學大學,語言治療與聽力學系語言治療組,26052,0.438792
開南大學,休閒事業管理學系,110092,0.438724
淡江大學,電機工程學系電機資訊組,14412,0.435965
國立成功大學,成星招生丙組(理),4512,0.435447
輔仁大學,金融與國際企業學系,20482,0.435157
輔仁大學,資訊管理學系,20462,0.434067
國立臺灣海洋大學,河海工程學系,21122,0.433815
台灣首府大學,觀光事業管理學系(休閒旅遊組),111052,0.431942
國立中正大學,嘉星招生戊組(理),41342,0.428835
國立清華大學,經濟學系,11132,0.427923
國立成功大學,數學系,4052,0.427873
國立聯合大學,工業設計學系,151082,0.427551
臺北醫學大學,醫學檢驗暨生物技術學系,109062,0.426887
慈濟大學,傳播學系,108092,0.426532
中國醫藥大學,物理治療學系,12092,0.426121
國立臺北大學,中國文學系,99152,0.425964
靜宜大學,寰宇管理學士學位學程,18512,0.42333
國立體育大學,體育推廣學系(一般組),39032,0.42304
國立中山大學,電機工程學系,27082,0.422812
國立臺東大學,音樂學系(一般生),38182,0.418246
國立中央大學,通訊工程學系,16232,0.417753
國立臺灣海洋大學,海洋經營管理學士學位學程,21262,0.414293
輔仁大學,英國語文學系,20272,0.413273
國立臺北教育大學,自然科學教育學系,32202,0.41197
國立成功大學,都市計劃學系,4432,0.410598
長庚大學,醫學影像暨放射科學系,30052,0.407776
大葉大學,企業管理學系(經營管理組),42132,0.407119
國立臺北教育大學,自然科學教育學系(公費生),32252,0.406098
國立交通大學,人文社會學系,13252,0.405103
國立清華大學,工學院學士班,11322,0.40399
大葉大學,會計資訊學系(會計管理組),42192,0.400328
國立臺灣師範大學,表演藝術學士學位學程,2352,0.399736
淡江大學,電機工程學系電機通訊組,14422,0.399396
國立中央大學,大氣科學學系大氣組,16252,0.398115
國立清華大學,教育與學習科技學系,11052,0.397805
國立中正大學,資訊管理學系,41242,0.397748
淡江大學,航空太空工程學系,14452,0.397733
實踐大學,音樂學系(臺北校區),50692,0.396972
國立屏東大學,應用物理系光電暨材料組,36242,0.396231
高雄醫學大學,心理學系,7192,0.39461
國立聯合大學,經營管理學系,151142,0.393622
東海大學,工業工程與經營資訊學系(智慧設計與生產),9172,0.392499
國立臺北大學,歷史學系,99172,0.391624
義守大學,工業管理學系,45132,0.39133
中山醫學大學,物理治療學系,26032,0.390341
國立彰化師範大學,數學系,23042,0.389051
輔仁大學,職能治療學系,20152,0.38895
國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,23012,0.388539
國立清華大學,電機工程學系甲組,11332,0.38827
國立臺灣海洋大學,光電與材料科技學系,21222,0.387718
中國醫藥大學,生物醫學影像暨放射科學學系,12142,0.387297
輔仁大學,宗教學系,20522,0.384778
國立交通大學,理學院科學學士學位學程(乙組),13112,0.384201
國立高雄大學,政治法律學系,101072,0.383799
中國文化大學,俄國語文學系,17072,0.382584
逢甲大學,會計學系,15072,0.381618
國立清華大學,動力機械工程學系乙組,11292,0.381617
國立暨南國際大學,不分系招生(音樂飛揚組),58252,0.381513
國立中央大學,向日葵聯合招生乙組(商管),16332,0.380446
國立臺灣藝術大學,書畫藝術學系,56152,0.380187
國立高雄大學,應用經濟學系,101092,0.380062
國立臺灣師範大學,教育心理與輔導學系,2022,0.379559
國立臺北教育大學,兒童英語教育學系(公費生乙組),32272,0.379148
國立成功大學,測量及空間資訊學系,4202,0.376826
輔仁大學,德語語文學系,20322,0.373575
中原大學,中原大學與美國天普大學商學管理雙學士學位學程,8372,0.373056
國立東華大學,族群關係與文化學系,34332,0.372888
國立金門大學,土木與工程管理學系,153062,0.36938
國立中正大學,政治學系,41132,0.366883
東吳大學,企業管理學系,5192,0.366766
淡江大學,國際企業學系國際商學全英語組,14172,0.364436
中山醫學大學,醫學影像暨放射科學系,26092,0.363347
臺北市立大學,數學系,35162,0.363299
靜宜大學,食品營養學系營養與保健組-一般組,18232,0.363284
國立東華大學,幼兒教育學系,34322,0.359076
大同大學,媒體設計學系數位遊戲設計組,19112,0.357809
東海大學,國際學院國際經營管理學位學程(英語專班),9522,0.357659
高雄醫學大學,醫藥暨應用化學系應用化學組,7162,0.356541
中原大學,工業與系統工程學系工程組,8162,0.354065
東吳大學,經濟學系,5172,0.350831
國立清華大學,物理學系光電物理組,11202,0.349961
國立嘉義大學,獸醫學系,100382,0.348803
國立中興大學,水土保持學系,3252,0.348064
輔仁大學,法律學系,20412,0.347351
長庚大學,資訊管理學系,30182,0.344531
中山醫學大學,醫學資訊學系,26202,0.344463
臺北市立大學,城市發展學系,35202,0.344087
玄奘大學,法律學系,65032,0.342758
國立清華大學,藝術與設計學系設計組,11552,0.342603
銘傳大學,建築學系(桃園校區),46312,0.339389
慈濟大學,醫學系(公費生),108162,0.339136
國立臺灣體育運動大學,運動健康科學學系,60022,0.338529
淡江大學,理學院尖端材料科學學士學位學程,14292,0.338331
國立臺灣海洋大學,海洋工程科技學士學位學程,21272,0.336927
淡江大學,運輸管理學系,14242,0.336177
國立臺北大學,社會工作學系,99142,0.335374
